GT,Model_1,Model_2
0,0.19445882962195754,0.07243869740343122
1,1.0,0.999999967571665
0,0.19445882962195754,0.7255628474323325
1,1.0,0.6607272722073076
0,0.19445882962195754,0.05999548803864733
0,0.19445882962195754,0.45172581065306916
1,1.0,0.9999209986727899
1,0.19445882962195754,0.7171388741369107
1,1.0,0.99999998885664
0,0.19445882962195754,0.08362165534400455
1,0.32472006890611543,0.5530623231933156
0,0.19445882962195754,0.6891227740272123
1,0.19445882962195754,0.3279617223458309
0,0.19445882962195754,0.08886251522717546
0,0.19445882962195754,0.08398963573381249
1,1.0,0.9999999053457751
0,0.19445882962195754,0.12359983014021338
0,0.19445882962195754,0.07012393724827436
0,0.19445882962195754,0.09085322782774222
1,0.32472006890611543,0.7432832557966904
0,0.19445882962195754,0.05918758125235511
0,0.19445882962195754,0.08206121540972496
1,1.0,0.9999883578834796
1,1.0,0.9244780362822793
1,0.9981185324553151,0.9936635015343911
0,0.19445882962195754,0.12918285476722374
0,0.32472006890611543,0.16356000716647517
1,0.19445882962195754,0.9372117097802642
0,0.19445882962195754,0.6282741821676147
0,0.649171270718232,0.4547008806777921
0,0.32472006890611543,0.11013835421434645
0,0.19445882962195754,0.081545394223434
0,0.19445882962195754,0.18396389623595774
0,0.19445882962195754,0.09399962089618495
1,0.9981185324553151,0.887034756502283
1,1.0,0.6354786246996579
1,1.0,0.9999999929228913
0,0.19445882962195754,0.21182660148229512
1,1.0,0.9606771186270916
1,0.9981185324553151,0.9952198910699864
1,0.9981185324553151,0.9800056636999296
1,0.9981185324553151,0.994941044424224
1,0.9981185324553151,0.9939716341927838
1,1.0,0.7578340388459466
1,0.32472006890611543,0.2952591873661936
1,0.19445882962195754,0.3830615421502053
0,0.19445882962195754,0.06076081705820366
0,0.19445882962195754,0.1224311323400486
0,0.19445882962195754,0.1650950194634358
0,0.19445882962195754,0.05999502875528323
0,0.19445882962195754,0.18769892463380075
1,1.0,0.7102190554477049
0,0.19445882962195754,0.0826975244523039
1,0.32472006890611543,0.2511065967904175
1,0.19445882962195754,0.31719950097479366
0,0.19445882962195754,0.08269819859748923
1,1.0,0.9999968954947798
0,0.32472006890611543,0.4507006650114101
0,0.19445882962195754,0.7139514031465334
0,0.19445882962195754,0.7279093979523182
0,0.19445882962195754,0.05865096997157108
1,0.19445882962195754,0.7555923441711311
1,0.19445882962195754,0.7887409916755282
0,0.19445882962195754,0.09935539152597536
1,0.19445882962195754,0.6319745412363582
0,0.19445882962195754,0.08060958726777909
0,0.19445882962195754,0.05899080888492041
1,1.0,0.8485738895064785
1,1.0,0.9999988485212
1,0.19445882962195754,0.4184911956252284
0,0.19445882962195754,0.07002765394866876
0,0.19445882962195754,0.06268066048240455
1,1.0,0.9999230266987909
0,0.19445882962195754,0.5741557053571863
0,0.19445882962195754,0.05827549356523507
1,0.19445882962195754,0.06826865394541577
1,1.0,0.9999998738608733
1,1.0,0.7392668919278905
1,1.0,0.6749369709829517
0,0.19445882962195754,0.6959640762547166
0,0.19445882962195754,0.40700533521756066
1,1.0,0.8598501603445278
1,0.19445882962195754,0.23790556655784637
1,0.19445882962195754,0.5203387479767777
0,0.19445882962195754,0.099197045338561
1,1.0,0.9999993682477643
0,0.19445882962195754,0.06650638843456197
0,0.19445882962195754,0.06843763575577827
0,0.19445882962195754,0.07908964842273183
1,1.0,0.9999996003663422
1,0.19445882962195754,0.3252067731979043
1,1.0,0.6724134378105959
0,0.19445882962195754,0.0833838966197132
0,0.19445882962195754,0.7048284593097798
0,0.19445882962195754,0.08387322314913338
1,1.0,0.8978439849646876
1,0.32472006890611543,0.6078581436863163
0,0.19445882962195754,0.06315786776847117
1,0.19445882962195754,0.17369032587960714
1,1.0,0.9999989041912052
0,0.19445882962195754,0.0843604613465648
1,1.0,0.9999999550335917
0,0.19445882962195754,0.12509228108010342
0,0.19445882962195754,0.06933033313924035
0,0.19445882962195754,0.08467458584578431
1,1.0,0.9999971315435623
1,1.0,0.9999998916894081
1,1.0,0.9999917492440806
0,0.19445882962195754,0.07196692954456853
0,0.19445882962195754,0.09108784810383601
0,0.19445882962195754,0.06413582854308938
1,0.9981185324553151,0.9965182421945817
0,0.19445882962195754,0.059030753614419305
1,1.0,0.999999929083155
0,0.19445882962195754,0.06105303423822014
1,1.0,0.34493282920339924
1,0.19445882962195754,0.6652668563052756
0,0.19445882962195754,0.06254475095260809
0,0.19445882962195754,0.09007208575112599
1,0.9981185324553151,0.9900291452156162
1,0.19445882962195754,0.20843725080893902
0,0.19445882962195754,0.3630059362764342
0,0.19445882962195754,0.057914014932160036
1,0.19445882962195754,0.19989840127459607
1,1.0,0.9999998336250787
1,1.0,0.5199740083640022
0,0.19445882962195754,0.0831128604422501
0,0.19445882962195754,0.23887166989381153
0,0.19445882962195754,0.11823634629614264
0,0.19445882962195754,0.47665494271631886
0,0.19445882962195754,0.08342098369928314
0,0.19445882962195754,0.06270644535089798
0,0.32472006890611543,0.24400217328550614
1,0.32472006890611543,0.4591931853603276
1,0.9981185324553151,0.9852440729990001
0,0.19445882962195754,0.2195622054140508
1,0.9981185324553151,0.985024071641367
1,0.19445882962195754,0.2769993163875161
0,0.19445882962195754,0.7260517224129457
1,1.0,0.9999999900956702
1,0.9981185324553151,0.9973745220042592
1,1.0,0.6263752581562919
1,1.0,0.9464769660931587
1,1.0,0.6824803444256047
1,0.9981185324553151,0.9613766792443414
1,1.0,0.9984923935452404
0,0.19445882962195754,0.24546101200032006
0,0.19445882962195754,0.7821379298549092
1,0.19445882962195754,0.30099501837278314
0,0.19445882962195754,0.07388880488306064
0,0.19445882962195754,0.0628695954028514
0,0.19445882962195754,0.4571206848234321
0,0.32472006890611543,0.19034158324001188
1,0.649171270718232,0.9024926580909276
0,0.19445882962195754,0.5132297347407405
0,0.19445882962195754,0.15844072951339527
0,0.19445882962195754,0.06332319172910879
1,1.0,0.7911487264540208
0,0.19445882962195754,0.5562944489074785
1,1.0,0.9999999963683734
0,0.19445882962195754,0.2546341164630755
1,1.0,0.999998534197521
0,0.19445882962195754,0.33143655172186376
1,1.0,0.9999994219402418
1,0.19445882962195754,0.7068335500289872
0,0.19445882962195754,0.07664606413631948
0,0.19445882962195754,0.12806687019768384
1,0.9981185324553151,0.9920171145061669
0,0.19445882962195754,0.15568784550756393
0,0.19445882962195754,0.4363398133649913
1,1.0,0.9999995451290755
0,0.19445882962195754,0.06345346496879747
1,0.9981185324553151,0.9978520965799503
1,1.0,0.9906189205002532
1,0.19445882962195754,0.3835147605582043
0,0.19445882962195754,0.06353636939429382
1,0.32472006890611543,0.3804494567485193
0,0.32472006890611543,0.16056583288945417
0,0.32472006890611543,0.32611402134076617
0,0.19445882962195754,0.0621242006704886
1,1.0,0.9907781626318527
0,0.19445882962195754,0.06328074530652913
0,0.19445882962195754,0.12160866314631939
0,0.19445882962195754,0.9657773020285182
0,0.32472006890611543,0.12559121449498806
0,0.19445882962195754,0.10096258156844753
1,1.0,0.999998025965551
0,0.19445882962195754,0.557486277670947
0,0.19445882962195754,0.12923117222709868
1,0.9981185324553151,0.9987207061029337
1,1.0,0.9999999968929707
1,0.32472006890611543,0.3187035650099979
0,0.19445882962195754,0.07468958008764404
1,0.9981185324553151,0.9703124711915588
0,0.19445882962195754,0.7545090582902482
0,0.19445882962195754,0.11223825426173624
1,0.9981185324553151,0.9646862443725012
1,0.19445882962195754,0.6981686836918434
1,1.0,0.9554707753316857
1,1.0,0.9996583429128366
1,0.32472006890611543,0.28609292952823107
1,1.0,0.9999958375224497
0,0.19445882962195754,0.58769520142675
0,0.19445882962195754,0.3417501308764094
1,1.0,0.9999991152542128
1,1.0,0.9999637872128446
0,0.19445882962195754,0.06696915132222962
1,0.649171270718232,0.752304180361173
0,0.19445882962195754,0.3756672163868006
0,0.19445882962195754,0.16122827201299242
0,0.19445882962195754,0.15200876428634796
1,0.32472006890611543,0.6801566044094073
0,0.19445882962195754,0.8667951004856868
0,0.19445882962195754,0.6655803121792425
1,1.0,0.9999701676902332
1,1.0,0.9999986996556344
0,0.19445882962195754,0.09605305799012687
1,1.0,0.9999906573435289
0,0.19445882962195754,0.13639216648949706
1,0.19445882962195754,0.9977848679134482
1,0.32472006890611543,0.2828354042271075
0,0.19445882962195754,0.4393012020387366
1,0.19445882962195754,0.5053607893209549
1,1.0,0.7864651690482914
0,0.19445882962195754,0.10771081499428353
0,0.19445882962195754,0.06150618791188413
0,0.19445882962195754,0.5676051262162944
1,0.9981185324553151,0.9953743934002439
1,1.0,0.9999899407077429
0,0.19445882962195754,0.5954510164035235
0,0.19445882962195754,0.10786893595567403
1,0.9981185324553151,0.9737143751444766
1,1.0,0.8624157173235327
0,0.19445882962195754,0.07200139620728167
0,0.19445882962195754,0.09675644607139684
1,0.9981185324553151,0.9194487767220879
1,0.19445882962195754,0.5819059982720715
1,0.19445882962195754,0.4664272690278665
0,0.19445882962195754,0.1362280326177575
0,0.19445882962195754,0.6676806880052071
1,0.9981185324553151,0.996109074195054
1,1.0,0.6368496561379529
0,0.19445882962195754,0.08056212539429088
1,1.0,0.43032017080016
0,0.32472006890611543,0.10256827594009747
1,0.19445882962195754,0.5529022761429611
1,1.0,0.6204747149805834
0,0.19445882962195754,0.0682535810119617
1,1.0,0.7574965984377575
0,0.19445882962195754,0.05891154181071794
0,0.19445882962195754,0.28225093250506444
0,0.19445882962195754,0.06162021873349015
0,0.32472006890611543,0.14759703096655444
0,0.19445882962195754,0.24388664276484565
0,0.19445882962195754,0.4177602802598515
1,0.19445882962195754,0.4527633723985144
1,1.0,0.7556098329932067
0,0.19445882962195754,0.07329483138676669
0,0.19445882962195754,0.06551035095042983
0,0.19445882962195754,0.12707702676716331
1,1.0,0.9996178780182804
0,0.19445882962195754,0.06079456920926282
1,0.9981185324553151,0.9969990423350832
1,0.9981185324553151,0.9585258836072549
0,0.19445882962195754,0.18751344611001583
0,0.19445882962195754,0.07182341404166061
1,1.0,0.5985157223184252
0,0.32472006890611543,0.14285596165838968
0,0.19445882962195754,0.06337616046762433
1,1.0,0.9999192524628917
0,0.19445882962195754,0.17975172516099208
0,0.32472006890611543,0.26617677141357843
1,1.0,0.6330289437245945
1,0.19445882962195754,0.6188183945471051
1,0.19445882962195754,0.23675893838858605
0,0.19445882962195754,0.0669683001556233
0,0.19445882962195754,0.072502604263769
1,1.0,0.9999937490053069
0,0.19445882962195754,0.3602738308036011
1,0.9981185324553151,0.9717023061069953
1,1.0,0.7972037094748355
1,1.0,0.9999715468491482
1,1.0,0.9989727928958834
1,1.0,0.8721535489488828
0,0.32472006890611543,0.13154710940121314
0,0.19445882962195754,0.09647202163748764
0,0.649171270718232,0.5575001033227253
1,0.9981185324553151,0.9402961657107576
0,0.19445882962195754,0.06311739203472587
0,0.32472006890611543,0.13760966074456435
1,0.19445882962195754,0.5062630283848135
1,1.0,0.989584157440682
1,1.0,0.9999227563063076
0,0.19445882962195754,0.44908052926070063
1,1.0,0.9999999623486893
0,0.19445882962195754,0.06694305713253154
0,0.19445882962195754,0.27845867563409343
1,1.0,0.9999964153586569
0,0.19445882962195754,0.06330632754540891
1,1.0,0.6617226408680911
0,0.649171270718232,0.5369917374139518
1,0.32472006890611543,0.21927178789147708
1,0.19445882962195754,0.24550100091616775
0,0.19445882962195754,0.1040922131041958
0,0.19445882962195754,0.22487015441201863
1,1.0,0.9999999934216923
0,0.19445882962195754,0.20646620698751544
0,0.19445882962195754,0.09379589796713428
1,0.19445882962195754,0.2395829583114409
0,0.19445882962195754,0.09071357409226437
0,0.19445882962195754,0.07457950673460016
0,0.19445882962195754,0.9157234346045703
1,0.9981185324553151,0.99845769750296
0,0.19445882962195754,0.126806459840436
0,0.19445882962195754,0.09925631584668121
0,0.19445882962195754,0.0648513992973054
0,0.19445882962195754,0.737013206211072
0,0.19445882962195754,0.10404718708619064
1,0.19445882962195754,0.6750175251716816
1,0.19445882962195754,0.6343693132109266
0,0.19445882962195754,0.49594703018900016
0,0.19445882962195754,0.058324753148717004
0,0.19445882962195754,0.2079619419601183
0,0.32472006890611543,0.1341624154643613
0,0.19445882962195754,0.07351768353831994
1,1.0,0.9999957352144612
1,1.0,0.9999992418060796
0,0.19445882962195754,0.06887740627776268
1,1.0,0.8911065695933318
0,0.649171270718232,0.5784290042793777
1,0.19445882962195754,0.09719900585852033
0,0.19445882962195754,0.07903861060820286
1,1.0,0.9999312848262719
1,0.9981185324553151,0.9995237663524392
1,0.9981185324553151,0.9271318612154495
1,1.0,0.9999755505860739
0,0.19445882962195754,0.07266872111725495
0,0.19445882962195754,0.07642418021734522
0,0.32472006890611543,0.10197273850571571
1,0.32472006890611543,0.48291067034395824
1,1.0,0.997661394453252
1,0.9981185324553151,0.9983054338695639
1,1.0,0.9906115224200877
0,0.19445882962195754,0.086811402138715
1,1.0,0.7536631197256446
0,0.19445882962195754,0.5553398582452019
1,0.19445882962195754,0.9799001855184629
1,1.0,0.9998752933667114
1,1.0,0.7297795380259204
0,0.19445882962195754,0.0927241620612827
1,0.19445882962195754,0.3683267521839973
0,0.19445882962195754,0.6141885757575118
1,1.0,0.9999945202077892
0,0.19445882962195754,0.06928035353789146
0,0.19445882962195754,0.06970967141469794
1,1.0,0.9999873264859153
0,0.19445882962195754,0.05874186275612088
1,1.0,0.9999993054712983
1,1.0,0.6999614286498996
0,0.19445882962195754,0.06797773108904352
0,0.32472006890611543,0.14091985584392025
1,1.0,0.7573752220261258
0,0.19445882962195754,0.057719459080827394
1,1.0,0.9605156856397876
0,0.32472006890611543,0.24101721136680948
1,0.19445882962195754,0.21513486327980932
0,0.19445882962195754,0.08225950214271159
0,0.19445882962195754,0.10394701239300949
1,0.19445882962195754,0.8804695410856759
1,1.0,0.8698903091868174
0,0.19445882962195754,0.4661549000194359
0,0.19445882962195754,0.0577427922997902
0,0.32472006890611543,0.10532350839232121
1,0.9981185324553151,0.9957776154309135
1,0.19445882962195754,0.16820091097512901
1,1.0,0.8948768105844123
1,0.9981185324553151,0.9804218730951797
0,0.19445882962195754,0.05723510724449311
1,1.0,0.7143379063618159
0,0.19445882962195754,0.06948008447877406
1,1.0,0.9999767361540294
1,1.0,0.9999534513873083
1,0.19445882962195754,0.24705283657529703
1,0.32472006890611543,0.36498826044803534
1,1.0,0.999984286326385
1,0.19445882962195754,0.9904058529264737
0,0.19445882962195754,0.11536579081026441
0,0.19445882962195754,0.062007761006424994
0,0.19445882962195754,0.7018756924909217
1,1.0,0.5211942134020945
0,0.19445882962195754,0.14656144306563287
0,0.19445882962195754,0.13312298130285033
1,1.0,0.9002129116799876
1,1.0,0.6797578348935311
1,0.19445882962195754,0.916318029132152
1,0.32472006890611543,0.31382106994876696
0,0.19445882962195754,0.08551179387777941
0,0.19445882962195754,0.10679244527572483
1,0.19445882962195754,0.9888986010769116
0,0.19445882962195754,0.718701623437164
0,0.19445882962195754,0.06282363988102457
0,0.19445882962195754,0.12723271362161662
0,0.19445882962195754,0.059907847998082894
0,0.19445882962195754,0.06127661013702717
0,0.19445882962195754,0.24064697601948862
0,0.32472006890611543,0.10787133580076909
1,1.0,0.9998111363745772
0,0.19445882962195754,0.9503181606085184
0,0.19445882962195754,0.08993847832771239
1,1.0,0.9999993660239588
0,0.19445882962195754,0.5220387674941919
0,0.19445882962195754,0.2573275441812236
0,0.32472006890611543,0.14918401717583835
1,0.19445882962195754,0.0776726715062162
0,0.19445882962195754,0.06161817355541105
1,1.0,0.9999780275675269
1,0.9981185324553151,0.9919623205455822
0,0.19445882962195754,0.1375046285987984
0,0.32472006890611543,0.1693138192727208
1,0.19445882962195754,0.15225012416208736
0,0.19445882962195754,0.057660454829182854
1,0.19445882962195754,0.4744402654610608
0,0.32472006890611543,0.3747526296627198
1,0.32472006890611543,0.6314671787172849
0,0.19445882962195754,0.08246616229788532
0,0.19445882962195754,0.06348733147040493
0,0.649171270718232,0.5432913007609284
1,0.8623853211009175,0.9991293039047985
0,0.19445882962195754,0.06028336949153276
0,0.649171270718232,0.41126063723605183
0,0.19445882962195754,0.08373045355268348
0,0.19445882962195754,0.060359487348778024
1,0.32472006890611543,0.422562033419264
0,0.19445882962195754,0.0911219871282243
1,1.0,0.6693040441090466
0,0.19445882962195754,0.07959133436598605
1,1.0,0.999981352201213
0,0.19445882962195754,0.08141079081631271
1,0.9981185324553151,0.9707568093177394
0,0.19445882962195754,0.07719060409238976
1,0.19445882962195754,0.6549828042550022
1,1.0,0.9998817003806811
0,0.19445882962195754,0.8894679425678682
1,1.0,0.9999277746987283
0,0.19445882962195754,0.10957967533888756
0,0.32472006890611543,0.13554369097434477
0,0.19445882962195754,0.117960939864068
1,1.0,0.7355915603052672
0,0.19445882962195754,0.0756258053458649
1,0.19445882962195754,0.4972089732694891
1,0.19445882962195754,0.3673652743010562
1,1.0,0.8129157358513485
0,0.19445882962195754,0.07766319162702047
1,0.19445882962195754,0.9988300656036112
0,0.19445882962195754,0.13772131867004414
1,0.9981185324553151,0.948704378844854
1,0.32472006890611543,0.19128839451232718
1,1.0,0.9997883938899441
1,1.0,0.7501519304662164
0,0.19445882962195754,0.6528506782109064
0,0.19445882962195754,0.06029287246502102
0,0.19445882962195754,0.8400053205579681
1,0.19445882962195754,0.48263065430727375
1,1.0,0.9595551594724515
1,0.19445882962195754,0.41392832781300526
0,0.19445882962195754,0.6858361681293067
0,0.32472006890611543,0.17729246458118408
0,0.19445882962195754,0.7077414884975931
1,1.0,0.939871492297948
0,0.19445882962195754,0.103488809626713
1,1.0,0.9999997965338026
0,0.19445882962195754,0.16773825932686418
0,0.19445882962195754,0.11029048555054942
1,1.0,0.9966130039556654
1,1.0,0.76012056407747
0,0.19445882962195754,0.05786265237099252
1,1.0,0.9999974034295138
0,0.19445882962195754,0.07670639436516104
1,1.0,0.7669181935691416
1,0.649171270718232,0.9527743048908477
0,0.19445882962195754,0.06155927542297941
0,0.19445882962195754,0.7770299255312052
0,0.19445882962195754,0.9626034079316439
1,1.0,0.8928109061979769
1,0.19445882962195754,0.6586433126287443
0,0.19445882962195754,0.07691048321944259
1,1.0,0.9999998626048688
1,1.0,0.9597018053568369
0,0.19445882962195754,0.06360940462537154
1,1.0,0.9999467193494229
0,0.19445882962195754,0.9458712587630254
0,0.19445882962195754,0.07011637941046439
0,0.32472006890611543,0.1418925514787682
0,0.32472006890611543,0.17045685142595024
0,0.19445882962195754,0.8681775214521784
1,1.0,0.9999976083574502
1,1.0,0.9999999911153452
0,0.19445882962195754,0.0778568509497385
0,0.19445882962195754,0.06635848669463809
0,0.19445882962195754,0.31568596220563305
0,0.19445882962195754,0.12788958371511994
1,1.0,0.8529049119649079
0,0.19445882962195754,0.5279576575834463
1,1.0,0.7791525805600132
1,0.9981185324553151,0.9898424994169076
0,0.19445882962195754,0.07366485721154335
0,0.19445882962195754,0.6429284827646087
0,0.19445882962195754,0.08181528663771497
0,0.19445882962195754,0.12334290076054522
0,0.19445882962195754,0.09641488399552144
0,0.19445882962195754,0.060047703417922746
0,0.19445882962195754,0.07022077859552044
0,0.19445882962195754,0.06834919281581342
0,0.19445882962195754,0.06297976907546333
1,1.0,0.620784126714845
1,1.0,0.9999083929865666
0,0.19445882962195754,0.6704402345787892
1,1.0,0.699092160765616
1,0.9981185324553151,0.9946624015819107
0,0.19445882962195754,0.09816216632459526
1,1.0,0.9999421430028597
0,0.19445882962195754,0.0862306234286048
1,0.19445882962195754,0.08038674250149115
0,0.19445882962195754,0.0805746702486985
0,0.19445882962195754,0.057589875378558
0,0.19445882962195754,0.09283769916060437
1,0.19445882962195754,0.9972373397692584
0,0.19445882962195754,0.2571024318656662
0,0.19445882962195754,0.07415064046155771
0,0.19445882962195754,0.06331741772111434
1,1.0,0.999999983351458
0,0.19445882962195754,0.08799322050295612
0,0.19445882962195754,0.05980913475850934
0,0.19445882962195754,0.06733845021070597
0,0.19445882962195754,0.12733591788355308
0,0.32472006890611543,0.11629268567975164
1,0.649171270718232,0.9223063481993525
1,0.9981185324553151,0.9969500888088118
0,0.19445882962195754,0.7102403087625166
1,1.0,0.9995849321223385
0,0.19445882962195754,0.11564667907997499
0,0.19445882962195754,0.147644417555547
1,1.0,0.7318481142117185
1,0.19445882962195754,0.6068892278726683
1,1.0,0.9999689996074463
1,0.9981185324553151,0.9927241265941223
1,0.19445882962195754,0.08068216781477712
1,0.19445882962195754,0.9969575891684034
0,0.19445882962195754,0.07536843299165363
0,0.19445882962195754,0.08285251772374451
0,0.19445882962195754,0.17729259879051643
1,0.32472006890611543,0.7194280189367565
1,1.0,0.9999982800003883
1,0.19445882962195754,0.21912943793862666
1,1.0,0.9999975784948818
0,0.19445882962195754,0.26682816242969465
1,1.0,0.9999810223978655
0,0.19445882962195754,0.06642936432453113
0,0.19445882962195754,0.07598930137500115
0,0.19445882962195754,0.49402080301138157
1,1.0,0.9999442775418574
1,0.19445882962195754,0.36233355805389084
1,1.0,0.7778040439258146
0,0.19445882962195754,0.06521533766915762
0,0.19445882962195754,0.36648549768853617
0,0.19445882962195754,0.6558298664166822
1,1.0,0.9999991329870276
1,1.0,0.9999973761283909
0,0.19445882962195754,0.15592743924798536
1,0.32472006890611543,0.7537250926143928
1,0.19445882962195754,0.8514828827155428
1,0.9981185324553151,0.9532537899417762
1,0.19445882962195754,0.9531410602097531
0,0.32472006890611543,0.19467174095930218
1,1.0,0.746584183904807
0,0.649171270718232,0.43038551113788426
0,0.19445882962195754,0.6543538255346971
1,0.19445882962195754,0.5721549453600047
0,0.19445882962195754,0.08505011811906842
1,0.9981185324553151,0.9918145858365414
0,0.32472006890611543,0.1531657997748457
0,0.19445882962195754,0.7955991912925904
1,1.0,0.9443647589310038
0,0.649171270718232,0.34980954379111395
0,0.19445882962195754,0.06155364626253886
1,0.19445882962195754,0.2328985200103238
1,0.9981185324553151,0.9929881294114579
1,1.0,0.9970142994729198
0,0.19445882962195754,0.08338471819179524
1,0.19445882962195754,0.2906954357156339
1,1.0,0.9999999434454325
0,0.19445882962195754,0.9435102404681135
0,0.19445882962195754,0.05913743928661331
1,0.19445882962195754,0.6603076944107922
1,1.0,0.9492421348856706
0,0.19445882962195754,0.37771531641616846
0,0.19445882962195754,0.12479162328189734
0,0.19445882962195754,0.06746118682842811
0,0.19445882962195754,0.588356130412417
1,1.0,0.7390260804453906
0,0.19445882962195754,0.09892731385875188
0,0.19445882962195754,0.07402727392545212
1,1.0,0.9218239783446542
1,0.19445882962195754,0.2211284768584489
1,1.0,0.8092656925680508
0,0.19445882962195754,0.8921210747027873
1,1.0,0.9999999052295125
1,0.9981185324553151,0.9685386798969086
1,1.0,0.9999999919226994
1,1.0,0.9999999916448274
0,0.32472006890611543,0.11269024803882116
1,0.9981185324553151,0.9980459605921198
0,0.32472006890611543,0.1444465657441731
1,0.9981185324553151,0.9939271388743642
0,0.19445882962195754,0.06326133577517601
0,0.19445882962195754,0.10155401481305092
0,0.19445882962195754,0.09240672475466682
1,0.9981185324553151,0.988019798226182
1,0.19445882962195754,0.5793289914141554
0,0.32472006890611543,0.1421181999971254
1,0.19445882962195754,0.6416648383633784
1,1.0,0.9999591829796484
0,0.19445882962195754,0.12019293880888271
0,0.19445882962195754,0.6496763055443718
0,0.19445882962195754,0.11570778643936364
0,0.19445882962195754,0.08891018062149897
0,0.19445882962195754,0.06500055600724013
1,1.0,0.999891717235273
0,0.19445882962195754,0.6275153630841063
0,0.19445882962195754,0.6711895350018436
0,0.19445882962195754,0.7687845590774975
0,0.19445882962195754,0.06728225906123296
0,0.19445882962195754,0.06328992360773888
1,1.0,0.5808624938937488
0,0.19445882962195754,0.20296838490093344
1,1.0,0.808592240232947
1,1.0,0.7151483848095243
0,0.19445882962195754,0.7270518396199582
1,0.19445882962195754,0.7801987302553406
1,0.9981185324553151,0.985385085269227
0,0.19445882962195754,0.07186041346330732
1,1.0,0.9945386945866271
0,0.19445882962195754,0.0946229999335832
1,1.0,0.7952884510258458
0,0.19445882962195754,0.06887620570346643
0,0.19445882962195754,0.11240536653946799
1,0.19445882962195754,0.6183614243641352
1,1.0,0.9428755099264943
0,0.19445882962195754,0.06732334783975047
1,1.0,0.9990551939518288
1,1.0,0.9473904395577208
1,0.19445882962195754,0.3477980086781895
0,0.32472006890611543,0.14161987464667575
1,0.19445882962195754,0.8842738179054891
0,0.19445882962195754,0.07068168798443221
1,0.19445882962195754,0.3714157794200828
1,0.32472006890611543,0.4222648427922346
1,0.9981185324553151,0.9886318248746617
0,0.19445882962195754,0.08680761558114983
0,0.19445882962195754,0.6684031679351962
1,0.19445882962195754,0.4495369663144634
0,0.19445882962195754,0.14658431148230963
1,1.0,0.9999999392609366
1,0.19445882962195754,0.9952999075644262
1,0.19445882962195754,0.6336354327172578
0,0.19445882962195754,0.10280534875004271
1,0.9981185324553151,0.9316488520040161
0,0.19445882962195754,0.09714558517526944
1,0.649171270718232,0.955618996773402
1,1.0,0.7614492147338291
